exit_time,pnl,symbol,regime,side,strategy_id
2025-01-01 00:00:00+00:00,0.662274,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-01-01 12:00:00+00:00,1.415095,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-01-02 00:00:00+00:00,1.186633,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-01-02 12:00:00+00:00,0.668425,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-01-03 00:00:00+00:00,0.97301,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-01-03 12:00:00+00:00,-1.113136,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-01-04 00:00:00+00:00,-1.005258,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-01-04 12:00:00+00:00,1.493088,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-01-05 00:00:00+00:00,0.265314,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-01-05 12:00:00+00:00,0.211135,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-01-06 00:00:00+00:00,-0.502444,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-01-06 12:00:00+00:00,0.653519,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-01-07 00:00:00+00:00,1.210456,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-01-07 12:00:00+00:00,1.241777,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-01-08 00:00:00+00:00,0.801037,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-01-08 12:00:00+00:00,0.780306,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-01-09 00:00:00+00:00,0.6393,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-01-09 12:00:00+00:00,2.032486,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-01-10 00:00:00+00:00,-0.872005,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-01-10 12:00:00+00:00,0.749262,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-01-11 00:00:00+00:00,0.143118,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-01-11 12:00:00+00:00,1.468846,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-01-12 00:00:00+00:00,0.550817,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-01-12 12:00:00+00:00,0.079713,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-01-13 00:00:00+00:00,0.689408,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-01-13 12:00:00+00:00,0.638992,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-01-14 00:00:00+00:00,3.040804,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-01-14 12:00:00+00:00,2.115913,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-01-15 00:00:00+00:00,1.517318,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-01-15 12:00:00+00:00,0.418142,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-01-16 00:00:00+00:00,0.07627,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-01-16 12:00:00+00:00,0.373528,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-01-17 00:00:00+00:00,-0.144361,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-01-17 12:00:00+00:00,-0.370648,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-01-18 00:00:00+00:00,1.588098,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-01-18 12:00:00+00:00,0.131035,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-01-19 00:00:00+00:00,2.276567,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-01-19 12:00:00+00:00,1.167652,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-01-20 00:00:00+00:00,0.044987,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-01-20 12:00:00+00:00,1.316104,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-01-21 00:00:00+00:00,1.479887,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-01-21 12:00:00+00:00,1.668136,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-01-22 00:00:00+00:00,0.942752,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-01-22 12:00:00+00:00,0.402859,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-01-23 00:00:00+00:00,-0.388535,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-01-23 12:00:00+00:00,0.666852,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-01-24 00:00:00+00:00,1.658945,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-01-24 12:00:00+00:00,-0.947208,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-01-25 00:00:00+00:00,1.1146,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-01-25 12:00:00+00:00,1.271079,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-01-26 00:00:00+00:00,0.54687,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-01-26 12:00:00+00:00,-0.079193,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-01-27 00:00:00+00:00,-0.352295,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-01-27 12:00:00+00:00,0.768701,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-01-28 00:00:00+00:00,-0.136686,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-01-28 12:00:00+00:00,-0.711925,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-01-29 00:00:00+00:00,1.37181,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-01-29 12:00:00+00:00,0.396688,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-01-30 00:00:00+00:00,0.887069,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-01-30 12:00:00+00:00,-0.723323,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-01-31 00:00:00+00:00,0.665996,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-01-31 12:00:00+00:00,0.292948,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-02-01 00:00:00+00:00,2.554739,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-02-01 12:00:00+00:00,0.047064,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-02-02 00:00:00+00:00,1.619954,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-02-02 12:00:00+00:00,0.493582,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-02-03 00:00:00+00:00,1.826349,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-02-03 12:00:00+00:00,0.257378,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-02-04 00:00:00+00:00,1.024267,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-02-04 12:00:00+00:00,-0.040354,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-02-05 00:00:00+00:00,1.657286,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-02-05 12:00:00+00:00,-1.263196,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-02-06 00:00:00+00:00,-0.409387,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-02-06 12:00:00+00:00,0.94418,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-02-07 00:00:00+00:00,2.019191,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-02-07 12:00:00+00:00,0.453971,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-02-08 00:00:00+00:00,-0.124838,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
