exit_time,pnl,symbol,regime,side,strategy_id
2025-03-01 00:00:00+00:00,0.009105,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-03-01 12:00:00+00:00,-0.110053,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-02 00:00:00+00:00,0.233662,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-03-02 12:00:00+00:00,0.429547,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-03 00:00:00+00:00,-0.050569,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-03-03 12:00:00+00:00,7.0,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-04 00:00:00+00:00,0.046198,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-03-04 12:00:00+00:00,0.187427,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-05 00:00:00+00:00,0.122214,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-03-05 12:00:00+00:00,-0.493226,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-06 00:00:00+00:00,0.034357,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-03-06 12:00:00+00:00,-0.133981,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-07 00:00:00+00:00,-0.340588,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-03-07 12:00:00+00:00,0.068833,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-08 00:00:00+00:00,-0.169153,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-03-08 12:00:00+00:00,-0.02931,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-09 00:00:00+00:00,7.5,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-03-09 12:00:00+00:00,-0.333284,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-10 00:00:00+00:00,0.203037,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-03-10 12:00:00+00:00,-0.181117,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-11 00:00:00+00:00,-0.732673,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-03-11 12:00:00+00:00,0.101956,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-12 00:00:00+00:00,-0.139714,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-03-12 12:00:00+00:00,-0.211474,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-13 00:00:00+00:00,0.043318,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-03-13 12:00:00+00:00,-0.099997,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-14 00:00:00+00:00,-0.127024,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-03-14 12:00:00+00:00,8.0,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-15 00:00:00+00:00,0.387934,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-03-15 12:00:00+00:00,0.114865,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-16 00:00:00+00:00,-0.24584,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-03-16 12:00:00+00:00,-0.127206,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-17 00:00:00+00:00,-0.218277,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-03-17 12:00:00+00:00,-0.146828,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-18 00:00:00+00:00,-0.050088,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-03-18 12:00:00+00:00,-0.204282,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-19 00:00:00+00:00,-0.273713,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-03-19 12:00:00+00:00,0.085344,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-20 00:00:00+00:00,8.5,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-03-20 12:00:00+00:00,-0.217822,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-21 00:00:00+00:00,-0.144618,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-03-21 12:00:00+00:00,0.043225,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-22 00:00:00+00:00,0.104424,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-03-22 12:00:00+00:00,0.164144,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-23 00:00:00+00:00,-0.127977,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-03-23 12:00:00+00:00,-0.113946,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-24 00:00:00+00:00,-0.204614,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-03-24 12:00:00+00:00,-0.483943,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-25 00:00:00+00:00,-0.125587,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-03-25 12:00:00+00:00,9.0,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-26 00:00:00+00:00,-0.13098,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-03-26 12:00:00+00:00,0.257085,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-27 00:00:00+00:00,-0.037896,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-03-27 12:00:00+00:00,-0.285932,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-28 00:00:00+00:00,-0.261108,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-03-28 12:00:00+00:00,-0.120336,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-29 00:00:00+00:00,0.102835,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-03-29 12:00:00+00:00,0.046857,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-30 00:00:00+00:00,-0.085989,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-03-30 12:00:00+00:00,-0.014663,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
